rebalance_strategy,slab_count,miss_ratio,request_id,distance_to_optimal_allocation
disabled,128,0.452,4000000,41
disabled,128,0.44901,4300000,41
disabled,128,0.45062,20200000,41
disabled,128,0.45069,22700000,41
disabled,128,0.45157,65400000,41
disabled,128,0.45228,10700000,41
disabled,128,0.45228,2700000,41
disabled,128,0.45181,15100000,41
disabled,128,0.45158,15400000,41
disabled,128,0.44937,19000000,41
disabled,128,0.45052,73200000,41
disabled,128,0.45233,76700000,41
disabled,128,0.45042,78700000,41
disabled,128,0.45198,79700000,41
disabled,128,0.44989,31600000,41
disabled,128,0.44946,49100000,41
disabled,128,0.44916,42100000,41
disabled,128,0.45274,47300000,41
disabled,128,0.45075,27200000,41
disabled,128,0.45193,11900000,41
disabled,128,0.45259,25600000,41
disabled,128,0.44806,32600000,41
disabled,128,0.44782,6400000,41
disabled,128,0.44959,23400000,41
disabled,128,0.45055,59000000,41
disabled,128,0.4498,62100000,41
disabled,128,0.45146,68900000,41
disabled,128,0.44909,13900000,41
disabled,128,0.44989,17800000,41
disabled,128,0.45127,52900000,41
disabled,128,0.45038,43500000,41
disabled,128,0.451,3000000,41
disabled,128,0.44939,19200000,41
disabled,128,0.45034,45500000,41
disabled,128,0.45089,4800000,41
disabled,128,0.45084,19600000,41
disabled,128,0.45033,72000000,41
disabled,128,0.45042,75200000,41
disabled,128,0.4503,48400000,41
disabled,128,0.4514,44500000,41
disabled,128,0.44979,34500000,41
disabled,128,0.44922,65100000,41
disabled,128,0.44997,73300000,41
disabled,128,0.45488,79500000,41
disabled,128,0.45105,61200000,41
disabled,128,0.45149,50000000,41
disabled,128,0.4493,36300000,41
disabled,128,0.45153,7900000,41
disabled,128,0.44974,5100000,41
disabled,128,0.45165,74200000,41
disabled,128,0.44789,49300000,41
disabled,128,0.45186,46900000,41
disabled,128,0.45028,6500000,41
disabled,128,0.44724,2600000,41
disabled,128,0.45011,64600000,41
disabled,128,0.45086,53500000,41
disabled,128,0.45037,52800000,41
disabled,128,0.45117,52400000,41
disabled,128,0.45129,51900000,41
disabled,128,0.45072,41500000,41
disabled,128,0.45185,38200000,41
disabled,128,0.45148,31800000,41
disabled,128,0.45057,29300000,41
disabled,128,0.45128,26900000,41
disabled,128,0.45226,69600000,41
disabled,128,0.45027,62800000,41
disabled,128,0.4501,51400000,41
disabled,128,0.45094,7000000,41
disabled,128,0.45113,3600000,41
disabled,128,0.44756,14200000,41
disabled,128,0.44816,55000000,41
disabled,128,0.45109,74500000,41
disabled,128,0.45123,50600000,41
disabled,128,0.45244,30100000,41
disabled,128,0.45203,56300000,41
disabled,128,0.45083,37900000,41
disabled,128,0.45158,12000000,41
disabled,128,0.45249,6900000,41
disabled,128,0.45203,58100000,41
disabled,128,0.45094,58600000,41
disabled,128,0.44963,60300000,41
disabled,128,0.45234,43200000,41
disabled,128,0.45099,10000000,41
disabled,128,0.45044,3900000,41
disabled,128,0.45048,25200000,41
disabled,128,0.44967,56600000,41
disabled,128,0.45302,59700000,41
disabled,128,0.45086,39600000,41
disabled,128,0.45262,5200000,41
disabled,128,0.45049,59100000,41
disabled,128,0.45314,59300000,41
disabled,128,0.45188,66200000,41
disabled,128,0.45069,68400000,41
disabled,128,0.45294,71700000,41
disabled,128,0.449,72700000,41
disabled,128,0.45015,74100000,41
disabled,128,0.45198,62700000,41
disabled,128,0.45033,17900000,41
disabled,128,0.44991,35100000,41
disabled,128,0.44922,43000000,41
disabled,128,0.44873,22500000,41
disabled,128,0.45082,60500000,41
disabled,128,0.44934,70900000,41
disabled,128,0.45058,76400000,41
disabled,128,0.45225,36200000,41
disabled,128,0.44955,32500000,41
disabled,128,0.44974,26200000,41
disabled,128,0.45186,61300000,41
disabled,128,0.44983,76300000,41
disabled,128,0.44944,46700000,41
disabled,128,0.45106,36800000,41
disabled,128,0.45187,33400000,41
disabled,128,0.45192,13400000,41
disabled,128,0.448,17600000,41
disabled,128,0.45068,69400000,41
disabled,128,0.45063,47100000,41
disabled,128,0.45097,42000000,41
disabled,128,0.45293,37400000,41
disabled,128,0.44943,28700000,41
disabled,128,0.45271,12100000,41
disabled,128,0.45127,9900000,41
disabled,128,0.45072,13300000,41
disabled,128,0.4492,21700000,41
disabled,128,0.44945,78200000,41
disabled,128,0.45048,53200000,41
disabled,128,0.44916,52600000,41
disabled,128,0.45006,32100000,41
disabled,128,0.4506,31500000,41
disabled,128,0.45053,14700000,41
disabled,128,0.44923,15900000,41
disabled,128,0.45045,66500000,41
disabled,128,0.44945,37600000,41
disabled,128,0.45,61400000,41
disabled,128,0.45068,61900000,41
disabled,128,0.44936,65900000,41
disabled,128,0.45103,3100000,41
disabled,128,0.44786,17000000,41
disabled,128,0.45133,18000000,41
disabled,128,0.45327,58900000,41
disabled,128,0.45187,70500000,41
disabled,128,0.4494,70800000,41
disabled,128,0.45189,16000000,41
disabled,128,0.45033,13700000,41
disabled,128,0.44983,44700000,41
disabled,128,0.4487,39500000,41
disabled,128,0.45169,40000000,41
disabled,128,0.451,38800000,41
disabled,128,0.45249,35500000,41
disabled,128,0.45081,27300000,41
disabled,128,0.45295,3700000,41
disabled,128,0.452,12800000,41
disabled,128,0.45015,14600000,41
disabled,128,0.45111,74400000,41
disabled,128,0.45112,72200000,41
disabled,128,0.45023,46600000,41
disabled,128,0.44866,46500000,41
disabled,128,0.45258,36700000,41
disabled,128,0.45054,32000000,41
disabled,128,0.44928,63200000,41
disabled,128,0.45051,68800000,41
disabled,128,0.45054,9400000,41
disabled,128,0.45262,1900000,41
disabled,128,0.48278,800000,41
disabled,128,0.45123,4400000,41
disabled,128,0.44832,16400000,41
disabled,128,0.44916,68300000,41
disabled,128,0.45231,73600000,41
disabled,128,0.4512,75000000,41
disabled,128,0.45182,76500000,41
disabled,128,0.4535,34000000,41
disabled,128,0.45206,49200000,41
disabled,128,0.45088,31200000,41
disabled,128,0.45125,25000000,41
disabled,128,0.45238,25100000,41
disabled,128,0.45104,28400000,41
disabled,128,0.45175,2800000,41
disabled,128,0.50235,700000,41
disabled,128,0.45041,13800000,41
disabled,128,0.44888,22600000,41
disabled,128,0.44979,23500000,41
disabled,128,0.44993,42300000,41
disabled,128,0.4508,40200000,41
disabled,128,0.54456,500000,41
disabled,128,0.45034,17500000,41
disabled,128,0.45162,23100000,41
disabled,128,0.45166,55700000,41
disabled,128,0.45332,65200000,41
disabled,128,0.45354,77600000,41
disabled,128,0.45265,12200000,41
disabled,128,0.44904,41100000,41
disabled,128,0.45098,44200000,41
disabled,128,0.45057,33200000,41
disabled,128,0.45026,30500000,41
disabled,128,0.45049,2100000,41
disabled,128,0.45204,56800000,41
disabled,128,0.44902,59600000,41
disabled,128,0.45042,67700000,41
disabled,128,0.45073,73400000,41
disabled,128,0.44967,41400000,41
disabled,128,0.45174,39800000,41
disabled,128,0.45027,34800000,41
disabled,128,0.45066,25900000,41
disabled,128,0.45283,18100000,41
disabled,128,0.45136,64700000,41
disabled,128,0.45281,48200000,41
disabled,128,0.45055,12900000,41
disabled,128,0.45342,30800000,41
disabled,128,0.45002,8500000,41
disabled,128,0.44999,8000000,41
disabled,128,0.45095,50300000,41
disabled,128,0.45068,45900000,41
disabled,128,0.45043,17700000,41
disabled,128,0.45243,24100000,41
disabled,128,0.45307,66700000,41
disabled,128,0.45148,35700000,41
disabled,128,0.45006,6600000,41
disabled,128,0.44995,16600000,41
disabled,128,0.45147,34600000,41
disabled,128,0.45056,28800000,41
disabled,128,0.45197,20500000,41
disabled,128,0.45189,20800000,41
disabled,128,0.4497,24000000,41
disabled,128,0.45158,56000000,41
disabled,128,0.45109,66600000,41
disabled,128,0.45221,72600000,41
disabled,128,0.44937,40300000,41
disabled,128,0.45194,7700000,41
disabled,128,0.44957,7500000,41
disabled,128,0.45173,21600000,41
disabled,128,0.45098,74700000,41
disabled,128,0.45364,28000000,41
disabled,128,0.4497,8600000,41
disabled,128,0.44986,24500000,41
disabled,128,0.44951,77500000,41
disabled,128,0.45247,50900000,41
disabled,128,0.45142,45300000,41
disabled,128,0.45207,56500000,41
disabled,128,0.44987,58500000,41
disabled,128,0.45089,75500000,41
disabled,128,0.44988,78500000,41
disabled,128,0.4494,23700000,41
disabled,128,0.44988,24400000,41
disabled,128,0.45089,54000000,41
disabled,128,0.44968,40100000,41
disabled,128,0.44918,7200000,41
disabled,128,0.4506,16200000,41
disabled,128,0.45089,63300000,41
disabled,128,0.44999,75600000,41
disabled,128,0.45154,47600000,41
disabled,128,0.44873,26600000,41
disabled,128,0.45173,7300000,41
disabled,128,0.45247,15300000,41
disabled,128,0.45356,21400000,41
disabled,128,0.45235,57800000,41
disabled,128,0.45245,33500000,41
disabled,128,0.4515,56400000,41
disabled,128,0.45044,66000000,41
disabled,128,0.44926,71300000,41
disabled,128,0.44763,13200000,41
disabled,128,0.45155,30900000,41
disabled,128,0.45233,10500000,41
disabled,128,0.45034,7400000,41
disabled,128,0.45214,22000000,41
disabled,128,0.45206,55200000,41
disabled,128,0.44856,50200000,41
disabled,128,0.45005,42500000,41
disabled,128,0.52124,600000,41
disabled,128,0.44983,3300000,41
disabled,128,0.45024,4600000,41
disabled,128,0.45047,21000000,41
disabled,128,0.45081,54400000,41
disabled,128,0.44923,58200000,41
disabled,128,0.45074,49500000,41
disabled,128,0.45211,10100000,41
disabled,128,0.45065,9800000,41
disabled,128,0.45125,9700000,41
disabled,128,0.45186,16800000,41
disabled,128,0.45024,19500000,41
disabled,128,0.44885,64800000,41
disabled,128,0.45154,77800000,41
disabled,128,0.45212,78800000,41
disabled,128,0.45006,53300000,41
disabled,128,0.45025,47400000,41
disabled,128,0.45033,9600000,41
disabled,128,0.45127,4700000,41
disabled,128,0.45177,17200000,41
disabled,128,0.45142,20400000,41
disabled,128,0.45209,25400000,41
disabled,128,0.4499,71400000,41
disabled,128,0.45386,70600000,41
disabled,128,0.44963,51600000,41
disabled,128,0.45107,36400000,41
disabled,128,0.4523,9000000,41
disabled,128,0.45274,6200000,41
disabled,128,0.44962,22800000,41
disabled,128,0.45202,55400000,41
disabled,128,0.45038,51000000,41
disabled,128,0.45199,37500000,41
disabled,128,0.45005,29900000,41
disabled,128,0.45077,32900000,41
disabled,128,0.45132,11400000,41
disabled,128,0.44935,10800000,41
disabled,128,0.44948,23200000,41
disabled,128,0.44999,61600000,41
disabled,128,0.45104,76000000,41
disabled,128,0.45024,76800000,41
disabled,128,0.44816,77700000,41
disabled,128,0.45502,17100000,41
disabled,128,0.45175,16100000,41
disabled,128,0.44841,51800000,41
disabled,128,0.45098,45600000,41
disabled,128,0.45409,32700000,41
disabled,128,0.44947,31100000,41
disabled,128,0.45062,11700000,41
disabled,128,0.44963,25300000,41
disabled,128,0.45185,38700000,41
disabled,128,0.45139,13100000,41
disabled,128,0.45129,65700000,41
disabled,128,0.45101,39900000,41
disabled,128,0.45184,34100000,41
disabled,128,0.45256,32200000,41
disabled,128,0.44986,29700000,41
disabled,128,0.44957,62000000,41
disabled,128,0.44856,78000000,41
disabled,128,0.45172,44400000,41
disabled,128,0.44958,27900000,41
disabled,128,0.44893,5500000,41
disabled,128,0.45315,13000000,41
disabled,128,0.45001,21900000,41
disabled,128,0.45159,64000000,41
disabled,128,0.45095,69300000,41
disabled,128,0.45061,75100000,41
disabled,128,0.44883,49000000,41
disabled,128,0.45113,52300000,41
disabled,128,0.45236,34700000,41
disabled,128,0.4493,26300000,41
disabled,128,0.45155,8800000,41
disabled,128,0.45198,3400000,41
disabled,128,0.44976,19900000,41
disabled,128,0.44931,25500000,41
disabled,128,0.45045,77200000,41
disabled,128,0.45104,44000000,41
disabled,128,0.4513,62400000,41
disabled,128,0.45034,67800000,41
disabled,128,0.44772,72800000,41
disabled,128,0.45315,76900000,41
disabled,128,0.44953,43700000,41
disabled,128,0.4485,38400000,41
disabled,128,0.45278,6800000,41
disabled,128,0.4509,54800000,41
disabled,128,0.45206,65600000,41
disabled,128,0.44888,67400000,41
disabled,128,0.44959,68100000,41
disabled,128,0.45075,77400000,41
disabled,128,0.45121,69500000,41
disabled,128,0.44873,42400000,41
disabled,128,0.45284,41200000,41
disabled,128,0.45174,39700000,41
disabled,128,0.44938,11600000,41
disabled,128,0.44922,7100000,41
disabled,128,0.4528,69900000,41
disabled,128,0.45008,52500000,41
disabled,128,0.45107,51100000,41
disabled,128,0.45057,8400000,41
disabled,128,0.45135,56100000,41
disabled,128,0.45104,63900000,41
disabled,128,0.44914,40600000,41
disabled,128,0.45217,14900000,41
disabled,128,0.44869,77000000,41
disabled,128,0.45074,61500000,41
disabled,128,0.45069,52200000,41
disabled,128,0.45073,2500000,41
disabled,128,0.45092,18500000,41
disabled,128,0.45138,68700000,41
disabled,128,0.44927,75900000,41
disabled,128,0.45054,43400000,41
disabled,128,0.44864,37100000,41
disabled,128,0.4504,36000000,41
disabled,128,0.44943,34400000,41
disabled,128,0.45071,62600000,41
disabled,128,0.44995,51700000,41
disabled,128,0.45125,39000000,41
disabled,128,0.4501,33700000,41
disabled,128,0.44993,29500000,41
disabled,128,0.45205,8200000,41
disabled,128,0.73732,100000,41
disabled,128,0.44884,24600000,41
disabled,128,0.45014,59900000,41
disabled,128,0.45208,65300000,41
disabled,128,0.44805,48600000,41
disabled,128,0.45171,48500000,41
disabled,128,0.44952,5300000,41
disabled,128,0.44939,63400000,41
disabled,128,0.45357,66400000,41
disabled,128,0.4506,35600000,41
disabled,128,0.44914,32800000,41
disabled,128,0.44904,27400000,41
disabled,128,0.44934,1300000,41
disabled,128,0.45149,24900000,41
disabled,128,0.45185,58300000,41
disabled,128,0.45173,66100000,41
disabled,128,0.45133,70000000,41
disabled,128,0.45101,71600000,41
disabled,128,0.45115,77300000,41
disabled,128,0.45306,60900000,41
disabled,128,0.45192,35200000,41
disabled,128,0.45045,28300000,41
disabled,128,0.45158,15700000,41
disabled,128,0.45031,79300000,41
disabled,128,0.4513,41300000,41
disabled,128,0.45238,35400000,41
disabled,128,0.45,11200000,41
disabled,128,0.45171,15800000,41
disabled,128,0.44926,56200000,41
disabled,128,0.45176,69000000,41
disabled,128,0.44975,25800000,41
disabled,128,0.45196,5000000,41
disabled,128,0.44919,19800000,41
disabled,128,0.44863,57700000,41
disabled,128,0.45158,74300000,41
disabled,128,0.45121,79200000,41
disabled,128,0.45239,35000000,41
disabled,128,0.45172,34300000,41
disabled,128,0.45151,30000000,41
disabled,128,0.44981,11000000,41
disabled,128,0.4525,18200000,41
disabled,128,0.45079,21100000,41
disabled,128,0.45205,24800000,41
disabled,128,0.45446,57200000,41
disabled,128,0.45051,68200000,41
disabled,128,0.44929,2400000,41
disabled,128,0.45188,20700000,41
disabled,128,0.45103,44300000,41
disabled,128,0.4496,36500000,41
disabled,128,0.45037,15600000,41
disabled,128,0.45083,18400000,41
disabled,128,0.45214,23600000,41
disabled,128,0.45205,67300000,41
disabled,128,0.45268,68500000,41
disabled,128,0.45112,52000000,41
disabled,128,0.45322,46100000,41
disabled,128,0.45325,27700000,41
disabled,128,0.45202,25700000,41
disabled,128,0.45219,5900000,41
disabled,128,0.45291,20600000,41
disabled,128,0.44977,66300000,41
disabled,128,0.45242,71100000,41
disabled,128,0.45111,33000000,41
disabled,128,0.45259,60400000,41
disabled,128,0.44964,73900000,41
disabled,128,0.45292,67600000,41
disabled,128,0.45119,50500000,41
disabled,128,0.45154,49800000,41
disabled,128,0.45186,44600000,41
disabled,128,0.44861,3200000,41
disabled,128,0.45152,13500000,41
disabled,128,0.44932,18300000,41
disabled,128,0.44984,18600000,41
disabled,128,0.44856,13600000,41
disabled,128,0.45396,16500000,41
disabled,128,0.45114,57300000,41
disabled,128,0.45162,53000000,41
disabled,128,0.44976,48700000,41
disabled,128,0.45048,39200000,41
disabled,128,0.44991,10400000,41
disabled,128,0.4499,14500000,41
disabled,128,0.45187,64100000,41
disabled,128,0.44804,60800000,41
disabled,128,0.45036,44800000,41
disabled,128,0.45225,27100000,41
disabled,128,0.45024,19700000,41
disabled,128,0.45155,67000000,41
disabled,128,0.45277,74800000,41
disabled,128,0.45362,78900000,41
disabled,128,0.45196,45800000,41
disabled,128,0.45221,8300000,41
disabled,128,0.45399,14400000,41
disabled,128,0.44905,21500000,41
disabled,128,0.45089,58800000,41
disabled,128,0.44949,62500000,41
disabled,128,0.44936,52700000,41
disabled,128,0.45041,39300000,41
disabled,128,0.4498,38100000,41
disabled,128,0.45132,19300000,41
disabled,128,0.45076,50100000,41
disabled,128,0.45084,40800000,41
disabled,128,0.44917,54900000,41
disabled,128,0.44821,58400000,41
disabled,128,0.45102,74900000,41
disabled,128,0.4486,1600000,41
disabled,128,0.45091,5800000,41
disabled,128,0.45093,59800000,41
disabled,128,0.45265,76600000,41
disabled,128,0.45018,34900000,41
disabled,128,0.45061,4100000,41
disabled,128,0.45237,58000000,41
disabled,128,0.4512,59500000,41
disabled,128,0.44903,49400000,41
disabled,128,0.45089,46000000,41
disabled,128,0.45036,45400000,41
disabled,128,0.4517,44100000,41
disabled,128,0.45149,4500000,41
disabled,128,0.45188,69100000,41
disabled,128,0.45221,74600000,41
disabled,128,0.44754,53700000,41
disabled,128,0.44887,41000000,41
disabled,128,0.45003,38600000,41
disabled,128,0.45107,28100000,41
disabled,128,0.45046,60700000,41
disabled,128,0.44877,63600000,41
disabled,128,0.45224,68600000,41
disabled,128,0.4519,78600000,41
disabled,128,0.44821,71900000,41
disabled,128,0.45113,48800000,41
disabled,128,0.4506,10600000,41
disabled,128,0.45211,14100000,41
disabled,128,0.45041,55500000,41
disabled,128,0.45018,68000000,41
disabled,128,0.45072,48000000,41
disabled,128,0.45266,26500000,41
disabled,128,0.45127,12600000,41
disabled,128,0.45184,70300000,41
disabled,128,0.45395,53600000,41
disabled,128,0.45265,47200000,41
disabled,128,0.45,33800000,41
disabled,128,0.44996,18800000,41
disabled,128,0.4488,67500000,41
disabled,128,0.45171,78300000,41
disabled,128,0.44957,53400000,41
disabled,128,0.45191,27500000,41
disabled,128,0.45126,1500000,41
disabled,128,0.44774,15200000,41
disabled,128,0.45057,24300000,41
disabled,128,0.44995,64900000,41
disabled,128,0.4496,61800000,41
disabled,128,0.45193,49700000,41
disabled,128,0.45133,29400000,41
disabled,128,0.44925,9300000,41
disabled,128,0.45091,9100000,41
disabled,128,0.44973,6000000,41
disabled,128,0.45375,17400000,41
disabled,128,0.45142,76100000,41
disabled,128,0.45234,71200000,41
disabled,128,0.44888,45000000,41
disabled,128,0.45123,60600000,41
disabled,128,0.45007,76200000,41
disabled,128,0.64834,200000,41
disabled,128,0.44914,12700000,41
disabled,128,0.4478,62200000,41
disabled,128,0.45033,63800000,41
disabled,128,0.44985,67900000,41
disabled,128,0.44926,33600000,41
disabled,128,0.44921,27600000,41
disabled,128,0.45089,30600000,41
disabled,128,0.45004,28900000,41
disabled,128,0.4517,26100000,41
disabled,128,0.45018,15000000,41
disabled,128,0.44969,61000000,41
disabled,128,0.451,66800000,41
disabled,128,0.45145,35900000,41
disabled,128,0.45091,6100000,41
disabled,128,0.44829,14300000,41
disabled,128,0.45322,62900000,41
disabled,128,0.45194,63700000,41
disabled,128,0.45232,47800000,41
disabled,128,0.44922,42900000,41
disabled,128,0.44825,46300000,41
hits,32,0.62752,51300000,6
hits,32,0.62863,46200000,6
hits,32,0.62771,40500000,6
hits,32,0.6267,33300000,6
